Name;RF;XGB;Mean;SD;CV
ZINC000100035385;6.336866156;6.288245;6.312555578;0.024310578;0.003851147
ZINC000100036751;6.568807563;6.2387495;6.403778532;0.165029032;0.025770571
ZINC000001698306;5.630418632;5.1258006;5.378109616;0.252309016;0.046914071
ZINC000100052267;6.336866156;6.288245;6.312555578;0.024310578;0.003851147
ZINC000001843047;5.491744937;5.0088935;5.250319219;0.241425719;0.045983055
ZINC000100299039;6.164039276;5.6902924;5.927165838;0.236873438;0.039964031
ZINC000002008310;6.202626544;6.021005;6.111815772;0.090810772;0.014858231
ZINC000002015035;7.364542725;10.016295;8.690418863;1.325876138;0.152567576
ZINC000002016257;5.919177299;5.278853;5.59901515;0.32016215;0.057181869
ZINC000002016258;5.919177299;5.278853;5.59901515;0.32016215;0.057181869
ZINC000101489663;6.37706593;5.8498626;6.113464265;0.263601665;0.043118215
ZINC000256097213;4.757000398;4.562744;4.659872199;0.097128199;0.020843533
ZINC000256097218;4.757000398;4.562744;4.659872199;0.097128199;0.020843533
ZINC000256097222;4.757000398;4.562744;4.659872199;0.097128199;0.020843533
ZINC000256097227;4.757000398;4.562744;4.659872199;0.097128199;0.020843533
ZINC000003827556;5.914199325;5.3849697;5.649584513;0.264614813;0.046837924
ZINC000003831474;6.006830696;5.8452487;5.926039698;0.080790998;0.013633219
ZINC000003831477;6.006830696;5.8452487;5.926039698;0.080790998;0.013633219
ZINC000003874185;6.499959059;5.7736845;6.13682178;0.36313728;0.059173509
ZINC000003876068;6.107114031;5.716729;5.911921516;0.195192516;0.033016764
ZINC000003876069;6.107114031;5.716729;5.911921516;0.195192516;0.033016764
ZINC000003916214;7.317117092;6.4165974;6.866857246;0.450259846;0.065570002
ZINC000003938652;6.714345249;6.169783;6.442064125;0.272281125;0.042266131
ZINC000003945984;6.283915739;5.5938435;5.93887962;0.34503612;0.058097847
ZINC000003972949;7.801826085;7.647881;7.724853543;0.076972543;0.009964272
ZINC000004097304;6.721438276;6.2000995;6.460768888;0.260669388;0.040346496
ZINC000004097467;6.440640329;6.2379866;6.339313465;0.101326865;0.015983886
ZINC000004235575;5.928365463;5.968049;5.948207232;0.019841769;0.003335756
ZINC000006467621;5.357322639;5.2656593;5.31149097;0.04583167;0.008628777
ZINC000006845963;5.57123737;5.4205346;5.495885985;0.075351385;0.013710507
ZINC000007997966;6.597314424;5.80275;6.200032212;0.397282212;0.064077443
ZINC000008214418;6.465668638;5.778576;6.122122319;0.343546319;0.056115559
ZINC000008214629;5.23165012;4.9469957;5.08932291;0.14232721;0.027965844
ZINC000008383240;5.39716318;5.1027784;5.24997079;0.14719239;0.028036802
ZINC000021981454;6.635210135;5.858421;6.246815568;0.388394568;0.062174809
ZINC000028973441;6.190241046;5.6987853;5.944513173;0.245727873;0.041336921
ZINC000028973446;6.190241046;5.6987853;5.944513173;0.245727873;0.041336921
ZINC000030691754;6.294384045;5.762488;6.028436023;0.265948023;0.044115592
ZINC000038140873;6.408031343;6.168851;6.288441172;0.119590172;0.019017459
ZINC000068247389;6.329667797;5.9501023;6.139885049;0.189782749;0.030909821
ZINC000072318121;6.136802553;5.7855077;5.961155127;0.175647427;0.029465334
ZINC000000000271;6.7126956;5.948938;6.3308168;0.3818788;0.060320621
ZINC000000004893;6.792192527;6.670332;6.731262264;0.060930264;0.009051833
ZINC000000006251;5.7077138;5.6562138;5.6819638;0.02575;0.004531884
ZINC000000897256;6.076483816;5.525049;5.800766408;0.275717408;0.047531203
ZINC000000897258;6.076483816;5.525049;5.800766408;0.275717408;0.047531203
ZINC000000897291;6.7126956;5.948938;6.3308168;0.3818788;0.060320621
ZINC000003992105;5.393655897;5.3056602;5.349658049;0.043997849;0.008224423
ZINC000004099008;5.764469316;5.0457063;5.405087808;0.359381508;0.066489486
ZINC000004215234;5.955317461;5.434988;5.695152731;0.260164731;0.045681783
ZINC000009164421;6.096927016;5.8562436;5.976585308;0.120341708;0.020135529
ZINC000011677376;6.792192527;6.670332;6.731262264;0.060930264;0.009051833
ZINC000011681534;5.233619835;5.3840475;5.308833668;0.075213833;0.014167675
ZINC000012859773;6.019262712;5.8533444;5.936303556;0.082959156;0.013974884
ZINC000021982937;6.418224619;6.102251;6.26023781;0.15798681;0.025236551
ZINC000022010375;5.935950372;5.783647;5.859798686;0.076151686;0.012995615
ZINC000029571072;6.364194317;5.7191453;6.041669809;0.322524509;0.053383339
ZINC000030691420;6.676252092;5.9700933;6.323172696;0.353079396;0.055838961
ZINC000033965961;6.418224619;6.102251;6.26023781;0.15798681;0.025236551
ZINC000034125842;6.792192527;6.670332;6.731262264;0.060930264;0.009051833
ZINC000038945666;5.939055204;5.792943;5.865999102;0.073056102;0.012454162
ZINC000043194409;5.86543073;5.5488033;5.707117015;0.158313715;0.0277397
ZINC000043207237;5.773769716;5.5440626;5.658916158;0.114853558;0.020296035
ZINC000049637509;6.364194317;5.7191453;6.041669809;0.322524509;0.053383339
ZINC000052245489;6.20660369;5.8383393;6.022471495;0.184132195;0.030574191
ZINC000060392785;6.324840478;5.681048;6.002944239;0.321896239;0.05362306
ZINC000072481720;6.83698475;6.2620587;6.549521725;0.287463025;0.04389069
ZINC000100018594;6.494665644;6.546538;6.520601822;0.025936178;0.003977574
ZINC000150601177;5.991952415;5.9811482;5.986550308;0.005402108;0.000902374
ZINC000261527196;6.788671889;6.20293;6.495800945;0.292870945;0.045086194
ZINC000000601317;6.166670326;5.8070607;5.986865513;0.179804813;0.030033214
ZINC000100907004;7.744287846;7.7138915;7.729089673;0.015198173;0.00196636
ZINC000003794794;6.919895534;6.967061;6.943478267;0.023582733;0.003396386
ZINC000003799072;6.02881346;5.507729;5.76827123;0.26054223;0.045168166
ZINC000003806104;6.41248775;6.0275426;6.220015175;0.192472575;0.030944068
ZINC000003812869;5.913359664;6.0063276;5.959843632;0.046483968;0.007799528
ZINC000001850374;5.760100038;5.7893834;5.774741719;0.014641681;0.002535469
ZINC000003201907;7.069576355;7.0838118;7.076694078;0.007117723;0.001005798
ZINC000003776633;6.106381354;6.0703163;6.088348827;0.018032527;0.002961809
ZINC000003779042;6.326987589;5.984627;6.155807295;0.171180295;0.027807936
ZINC000003812988;8.492662092;7.9152794;8.203970746;0.288691346;0.035189222
ZINC000003826253;6.161280679;5.6999807;5.93063069;0.23064999;0.038891309
ZINC000003782818;6.528238127;5.784849;6.156543564;0.371694564;0.060373903
ZINC000003816292;6.940820645;5.9813595;6.461090073;0.479730573;0.07424917
ZINC000003830441;6.110319223;5.766918;5.938618612;0.171700612;0.028912551
ZINC000003798537;6.188131279;5.8871293;6.03763029;0.15050099;0.024927162
ZINC000003802417;6.241168078;5.6313324;5.936250239;0.304917839;0.051365395
ZINC000003812306;6.236833136;5.4297576;5.833295368;0.403537768;0.069178353
ZINC000003813047;6.226185709;5.9750524;6.100619055;0.125566655;0.020582609
ZINC000000537964;6.499959059;5.7736845;6.13682178;0.36313728;0.059173509
ZINC000000897301;6.037757049;5.6560025;5.846879775;0.190877275;0.032646006
ZINC000003830276;5.799747538;5.54251;5.671128769;0.128618769;0.022679571
ZINC000003830961;6.589700436;6.3897867;6.489743568;0.099956868;0.015402283
ZINC000003979899;6.115594322;5.5441136;5.829853961;0.285740361;0.049013297
ZINC000003989268;6.160405801;5.627451;5.893928401;0.266477401;0.045212188
ZINC000003993846;6.20660369;5.8383393;6.022471495;0.184132195;0.030574191
ZINC000003995807;6.961509284;6.378972;6.670240642;0.291268642;0.043666887
ZINC000003995811;6.961509284;6.378972;6.670240642;0.291268642;0.043666887
ZINC000013831141;6.202626544;6.021005;6.111815772;0.090810772;0.014858231
ZINC000013911941;5.706184567;5.60831;5.657247284;0.048937283;0.00865037
ZINC000013912394;5.101197972;4.8275213;4.964359636;0.136838336;0.027564146
ZINC000100016058;6.877437451;6.3173504;6.597393926;0.280043526;0.042447598
ZINC000100018598;6.494665644;6.546538;6.520601822;0.025936178;0.003977574
ZINC000017285869;5.232919741;5.1311164;5.182018071;0.050901671;0.00982275
ZINC000017285872;5.232919741;5.1311164;5.182018071;0.050901671;0.00982275
ZINC000034608502;6.537593607;6.257752;6.397672804;0.139920804;0.021870578
ZINC000034636383;6.467269131;5.884377;6.175823066;0.291446066;0.047191453
ZINC000306122005;6.591481649;6.065229;6.328355325;0.263126325;0.041578943
ZINC000049783788;6.022191305;5.4624124;5.742301853;0.279889453;0.048741682
ZINC000145401681;6.303549291;5.4788003;5.891174796;0.412374496;0.069998686
ZINC000150338699;6.447036087;5.9799857;6.213510894;0.233525194;0.037583453
ZINC000150338708;6.557449867;5.5330734;6.045261634;0.512188234;0.084725569
ZINC000164528615;6.642842943;5.862524;6.252683472;0.390159472;0.062398724
ZINC000169344691;5.937206119;5.9324346;5.93482036;0.00238576;0.000401994
ZINC000085537017;5.726266613;5.5629244;5.644595507;0.081671107;0.014468903
ZINC000252286875;6.252836363;6.0562634;6.154549882;0.098286482;0.015969727
ZINC000252286876;6.252836363;6.0562634;6.154549882;0.098286482;0.015969727
ZINC000252286877;6.252836363;6.0562634;6.154549882;0.098286482;0.015969727
ZINC000252286878;6.252836363;6.0562634;6.154549882;0.098286482;0.015969727
ZINC000253632968;6.341727378;5.573687;5.957707189;0.384020189;0.064457714
ZINC000253917094;6.025509871;5.8685904;5.947050136;0.078459735;0.013193051
ZINC000095564694;6.207234401;5.574028;5.890631201;0.316603201;0.053746906
ZINC000096006023;6.160405801;5.627451;5.893928401;0.266477401;0.045212188
ZINC000199517773;5.765178146;5.417223;5.591200573;0.173977573;0.031116318
ZINC000003817234;6.239239575;5.869884;6.054561788;0.184677788;0.030502255
ZINC000022010387;5.935950372;5.783647;5.859798686;0.076151686;0.012995615
ZINC000022448097;5.82663704;5.4608636;5.64375032;0.18288672;0.032405176
ZINC000100370145;6.276037465;5.7790737;6.027555583;0.248481883;0.04122432
ZINC000059111167;5.538631503;5.3493214;5.443976452;0.094655052;0.017387116
ZINC000169621219;5.937206119;5.9324346;5.93482036;0.00238576;0.000401994
