Name;RF;XGB;Mean;SD;CV
ZINC000003831475;6.006830696;5.8452487;5.926039698;0.080790998;0.013633219
ZINC000003831531;6.3344516;5.849445;6.0919483;0.2425033;0.039807183
ZINC000003830986;5.735616652;5.4894724;5.612544526;0.123072126;0.021928044
ZINC000003977981;6.188885854;5.5775247;5.883205277;0.305680577;0.05195817
ZINC000000057512;5.604339961;5.4029193;5.503629631;0.100710331;0.018298893
ZINC000000057532;5.630676082;5.134905;5.382790541;0.247885541;0.046051493
ZINC000038197764;5.87926357;5.3572574;5.618260485;0.261003085;0.046456209
ZINC000006021033;6.107059381;5.9634805;6.035269941;0.07178944;0.011894984
ZINC000006036847;6.107059381;5.9634805;6.035269941;0.07178944;0.011894984
ZINC000006382803;5.232945388;5.0247645;5.128854944;0.104090444;0.020295065
ZINC000000000053;5.299644039;5.0434217;5.17153287;0.12811117;0.024772378
ZINC000000643114;6.407035901;6.229942;6.318488951;0.088546951;0.014013944
ZINC000000643138;5.737264809;5.8901744;5.813719605;0.076454796;0.013150754
ZINC000000002281;6.173790665;6.2655234;6.219657033;0.045866367;0.007374421
ZINC000005162311;6.327231388;6.0104256;6.168828494;0.158402894;0.025677954
ZINC000005179119;5.884463094;5.6742606;5.779361847;0.105101247;0.018185615
ZINC000005752191;6.232462454;5.511671;5.872066727;0.360395727;0.061374597
ZINC000150339323;6.27407051;5.4897466;5.881908555;0.392161955;0.066672569
ZINC000000001735;5.778550481;5.4932785;5.635914491;0.142635991;0.025308402
ZINC000001552908;6.280011863;5.890501;6.085256432;0.194755432;0.032004474
ZINC000000000922;7.01995476;7.1497617;7.08485823;0.06490347;0.009160871
ZINC000000009073;11.25874538;11.937939;11.59834219;0.33959681;0.029279772
ZINC000150338698;5.981105238;5.9628863;5.971995769;0.009109469;0.001525364
ZINC000150338819;6.179597823;6.116221;6.147909412;0.031688411;0.005154339
ZINC000001482113;7.002299149;6.685288;6.843793575;0.158505575;0.023160484
ZINC000001531036;5.616821804;5.602489;5.609655402;0.007166402;0.001277512
ZINC000000895081;5.942884186;5.853488;5.898186093;0.044698093;0.007578278
ZINC000000895199;7.866325473;9.847012;8.856668737;0.990343264;0.111818935
ZINC000000001554;5.623808968;5.192746;5.408277484;0.215531484;0.03985215
ZINC000000002055;6.037940515;5.59925;5.818595258;0.219345258;0.037697287
ZINC000000002159;6.006067232;5.892133;5.949100116;0.056967116;0.009575753
ZINC000000020244;6.126928072;6.031822;6.079375036;0.047553036;0.007822027
ZINC000000056652;6.194592321;6.5780334;6.386312861;0.19172054;0.030020537
ZINC000000056653;6.194592321;6.5780334;6.386312861;0.19172054;0.030020537
ZINC000000113355;8.431521392;8.291561;8.361541196;0.069980196;0.008369294
ZINC000000391812;5.801641403;5.3148336;5.558237502;0.243403902;0.043791562
ZINC000000895302;6.073147063;6.3842916;6.228719332;0.155572269;0.024976606
ZINC000000901061;5.700481322;5.9141803;5.807330811;0.106849489;0.01839907
ZINC000003812897;6.414530738;5.7454677;6.079999219;0.334531519;0.055021638
ZINC000003875334;6.189745625;5.8965173;6.043131463;0.146614163;0.02426129
ZINC000004228258;6.166368239;5.754964;5.96066612;0.20570212;0.034509921
ZINC000005029557;6.468978828;6.303103;6.386040914;0.082937914;0.012987376
ZINC000005133378;6.176567709;6.0758953;6.126231505;0.050336205;0.008216504
ZINC000013540519;6.794432788;6.389386;6.591909394;0.202523394;0.030723025
ZINC000000033882;9.151849145;8.865986;9.008917573;0.142931573;0.015865566
ZINC000000057522;6.593860943;6.405442;6.499651472;0.094209472;0.014494542
ZINC000000056427;5.946946724;5.4550285;5.700987612;0.245959112;0.043143246
ZINC000000057001;6.891667721;6.5953627;6.743515211;0.148152511;0.021969627
ZINC000000057254;7.208301638;6.7112703;6.959785969;0.248515669;0.035707372
ZINC000001886617;6.040918176;5.7170186;5.878968388;0.161949788;0.027547314
ZINC000000057340;5.38526223;5.057245;5.221253615;0.164008615;0.031411731
ZINC000000057464;5.709307955;5.4339433;5.571625628;0.137682328;0.024711339
ZINC000000896463;5.996378373;5.8585644;5.927471387;0.068906987;0.011625022
ZINC000000896543;5.953596044;5.6326346;5.793115322;0.160480722;0.027701973
ZINC000000896557;6.111701141;6.062756;6.087228571;0.024472571;0.004020314
ZINC000000896634;6.16013537;5.6642046;5.912169985;0.247965385;0.041941518
ZINC000000896711;7.228750784;7.0754766;7.152113692;0.076637092;0.010715307
ZINC000000896819;5.947234954;5.8569956;5.902115277;0.045119677;0.007644662
ZINC000000897002;5.514500956;5.072337;5.293418978;0.221081978;0.041765441
ZINC000003939013;6.743101599;6.3150096;6.5290556;0.214046;0.032783608
ZINC000001530579;6.128316548;6.104845;6.116580774;0.011735774;0.001918682
ZINC000001530580;6.128316548;6.104845;6.116580774;0.011735774;0.001918682
ZINC000051951647;6.239278195;6.135199;6.187238598;0.052039597;0.008410795
ZINC000164760756;6.341727378;5.573687;5.957707189;0.384020189;0.064457714
ZINC000003873371;5.525516008;5.4628563;5.494186154;0.031329854;0.005702365
ZINC000004097344;5.742826629;5.8020115;5.772419065;0.029592436;0.005126522
ZINC000006627681;5.639217749;5.0571036;5.348160675;0.291057075;0.054421902
ZINC000001530810;5.433249932;5.0268965;5.230073216;0.203176716;0.038847777
ZINC000001530637;5.580326773;5.533474;5.556900387;0.023426387;0.004215729
ZINC000000057146;6.229377731;5.746251;5.987814366;0.241563366;0.040342494
ZINC000000057147;6.229377731;5.746251;5.987814366;0.241563366;0.040342494
ZINC000000113382;6.56513453;7.5821776;7.073656065;0.508521535;0.071889491
ZINC000001530776;6.262054921;5.627873;5.944963961;0.317090961;0.053337743
ZINC000003008621;5.414986842;5.270085;5.342535921;0.072450921;0.013561148
ZINC000100036924;6.570671819;5.942874;6.25677291;0.31389891;0.050169459
ZINC000003814395;6.126762916;5.8116326;5.969197758;0.157565158;0.026396371
ZINC000003830264;6.059813435;5.3775096;5.718661518;0.341151918;0.059655903
ZINC000003831282;6.070021269;6.1029234;6.086472335;0.016451066;0.00270289
ZINC000003977737;6.664556621;6.1028786;6.383717611;0.280839011;0.043993019
ZINC000003977952;5.276007122;5.298135;5.287071061;0.011063939;0.00209264
ZINC000004102194;5.776186378;5.702183;5.739184689;0.037001689;0.006447203
ZINC000006920384;5.358467349;5.2265816;5.292524475;0.065942874;0.012459626
ZINC000008214681;6.589626337;5.98762;6.288623169;0.301003169;0.047864717
ZINC000008214692;6.091991951;5.7857103;5.938851126;0.153140826;0.025786271
ZINC000013550868;6.546838032;5.9927087;6.269773366;0.277064666;0.044190539
ZINC000016929327;6.072297971;6.2981114;6.185204686;0.112906715;0.018254321
ZINC000019632614;6.256265837;5.9975533;6.126909569;0.129356269;0.021112809
ZINC000001530717;5.701956892;5.7802987;5.741127796;0.039170904;0.006822859
ZINC000001530741;6.456203879;6.415911;6.43605744;0.020146439;0.003130245
ZINC000001530761;6.343572217;6.247482;6.295527109;0.048045109;0.007631626
ZINC000001530922;6.635627692;5.9960737;6.315850696;0.319776996;0.050630867
ZINC000000000122;5.534558975;5.356125;5.445341988;0.089216988;0.016384093
ZINC000002519740;5.439680925;5.289067;5.364373963;0.075306963;0.014038351
ZINC000100073786;6.276037465;5.7790737;6.027555583;0.248481883;0.04122432
ZINC000003873832;6.022758462;5.769155;5.895956731;0.126801731;0.021506557
ZINC000005456939;5.978324501;5.3632703;5.670797401;0.307527101;0.054229957
ZINC000111460375;6.276037465;5.7790737;6.027555583;0.248481883;0.04122432
ZINC000007997897;6.929504517;6.4982038;6.713854159;0.215650359;0.032120203
ZINC000008214651;5.868672754;5.49013;5.679401377;0.189271377;0.033325938
ZINC000011616882;6.290514917;5.871041;6.080777959;0.209736959;0.034491797
ZINC000001530689;5.329812386;5.3135905;5.321701443;0.008110943;0.001524126
ZINC000000001798;5.801641403;5.3148336;5.558237502;0.243403902;0.043791562
ZINC000001530617;5.59883299;5.16202;5.380426495;0.218406495;0.040592785
ZINC000001530567;6.029065671;5.7559133;5.892489486;0.136576186;0.023178011
ZINC000001530568;6.029065671;5.7559133;5.892489486;0.136576186;0.023178011
ZINC000001530569;5.709024211;5.678556;5.693790106;0.015234105;0.002675565
ZINC000001530570;5.709024211;5.678556;5.693790106;0.015234105;0.002675565
ZINC000001530600;5.93251295;6.133336;6.032924475;0.100411525;0.016643922
ZINC000000000850;6.395388533;5.864617;6.130002767;0.265385767;0.043292928
ZINC000000000853;5.459026436;5.1950264;5.327026418;0.132000018;0.024779306
ZINC000000001688;7.207144131;7.0620656;7.134604866;0.072539265;0.010167244
ZINC000000001728;6.013035003;5.297896;5.655465502;0.357569502;0.063225477
ZINC000000000856;6.076483816;5.525049;5.800766408;0.275717408;0.047531203
ZINC000000000905;5.686213091;5.59228;5.639246546;0.046966546;0.008328514
ZINC000000003642;6.195439411;5.8999147;6.047677056;0.147762356;0.024432911
ZINC000000039089;8.66290845;8.782663;8.722785725;0.059877275;0.006864467
ZINC000022016976;5.130162156;4.682968;4.906565078;0.223597078;0.045571
ZINC000022016981;5.130162156;4.682968;4.906565078;0.223597078;0.045571
ZINC000022059268;5.517103074;5.2944403;5.405771687;0.111331387;0.020594911
ZINC000022059930;6.309372994;5.9316044;6.120488697;0.188884297;0.030860983
ZINC000022116612;7.013410273;6.5667334;6.790071837;0.223338437;0.032891911
ZINC000000896717;6.983140829;6.153702;6.568421415;0.414719415;0.063138369
ZINC000000896918;6.231615989;5.889455;6.060535495;0.171080495;0.02822861
ZINC000000897085;6.499959059;5.7736845;6.13682178;0.36313728;0.059173509
ZINC000000897232;6.672738388;6.04801;6.360374194;0.312364194;0.049110978
ZINC000000968263;6.5561064;6.676976;6.6165412;0.0604348;0.009133896
ZINC000000968330;5.805761744;5.21586;5.510810872;0.294950872;0.053522227
ZINC000000402830;7.311875954;7.387294;7.349584977;0.037709023;0.005130769
ZINC000000403533;6.291473747;5.6243815;5.957927624;0.333546124;0.055983581
ZINC000000403609;6.685347933;5.8436565;6.264502217;0.420845717;0.067179435
ZINC000000005878;5.679282288;5.0566597;5.367970994;0.311311294;0.057994221
ZINC000000394284;5.407475003;5.266403;5.336939002;0.070536001;0.013216565
ZINC000000000693;6.814702697;6.409948;6.612325349;0.202377349;0.030606078
ZINC000053683345;6.658217266;6.6279216;6.643069433;0.015147833;0.002280246
ZINC000049643479;6.513760502;5.7284207;6.121090601;0.392669901;0.064150317
ZINC000052716421;6.937995915;6.848319;6.893157458;0.044838458;0.006504778
ZINC000052971887;6.834344403;7.04905;6.941697202;0.107352799;0.015464921
ZINC000053045054;5.817051868;5.614026;5.715538934;0.101512934;0.017760868
ZINC000053683151;7.844092867;7.772475;7.808283934;0.035808933;0.004586018
ZINC000034781704;6.060632557;5.722741;5.891686779;0.168945779;0.028675282
ZINC000095619105;6.725623316;6.745384;6.735503658;0.009880342;0.001466905
ZINC000006661227;5.569019042;5.859879;5.714449021;0.145429979;0.025449519
ZINC000058581064;6.075530303;5.6481876;5.861858952;0.213671352;0.036451125
ZINC000060325170;6.041881283;5.86337;5.952625642;0.089255642;0.014994331
ZINC000064033452;6.063573016;5.8904395;5.977006258;0.086566758;0.014483297
ZINC000049036447;6.282173513;5.6933727;5.987773107;0.294400407;0.049166928
ZINC000049841054;6.273422463;6.1372747;6.205348582;0.068073882;0.010970195
ZINC000052509463;6.595557966;6.048412;6.321984983;0.273572983;0.043273273
ZINC000052957434;7.561363014;7.478272;7.519817507;0.041545507;0.005524803
ZINC000053022902;6.834344403;7.04905;6.941697202;0.107352799;0.015464921
ZINC000053045055;5.817051868;5.614026;5.715538934;0.101512934;0.017760868
ZINC000052509366;6.476597761;5.837628;6.157112881;0.319484881;0.051888748
ZINC000004074875;6.522266941;5.787013;6.154639971;0.367626971;0.059731678
ZINC000004097427;6.504703088;5.751175;6.127939044;0.376764044;0.061482995
ZINC000004693574;6.072457115;5.7234097;5.897933408;0.174523708;0.029590654
ZINC000096006020;6.110474302;5.6985297;5.904502001;0.205972301;0.034883941
ZINC000000001175;6.018331408;6.0733786;6.045855004;0.027523596;0.004552474
ZINC000000000655;6.244087019;5.8032136;6.02365031;0.22043671;0.036595204
ZINC000000000456;5.621910334;4.983811;5.302860667;0.319049667;0.060165576
ZINC000034051848;6.599099068;6.5841203;6.591609684;0.007489384;0.0011362
ZINC000000601316;6.067993711;5.9469886;6.007491156;0.060502555;0.010071185
ZINC000000606383;5.856699417;5.3707404;5.613719909;0.242979509;0.043283155
ZINC000000608101;5.254192166;5.0206804;5.137436283;0.116755883;0.022726488
ZINC000002539484;6.023884754;6.248587;6.136235877;0.112351123;0.018309453
ZINC000004474682;5.495440915;5.6507373;5.573089108;0.077648193;0.013932702
ZINC000004577910;5.813876396;5.099269;5.456572698;0.357303698;0.065481341
ZINC000004632106;5.784110426;5.337071;5.560590713;0.223519713;0.040197117
ZINC000006733300;6.882169989;6.719029;6.800599495;0.081570495;0.011994604
ZINC000003978005;7.670134929;7.5786877;7.624411315;0.045723615;0.005997003
ZINC000003990451;5.873734187;5.7027063;5.788220244;0.085513944;0.014773789
ZINC000003995809;6.961509284;6.378972;6.670240642;0.291268642;0.043666887
ZINC000086040406;6.414095435;6.084586;6.249340718;0.164754718;0.026363536
ZINC000100009278;6.584084454;6.3112993;6.447691877;0.136392577;0.021153706
ZINC000100009280;6.584084454;6.3112993;6.447691877;0.136392577;0.021153706
ZINC000003830215;5.971715631;5.7710056;5.871360616;0.100355016;0.017092293
ZINC000005133329;6.286806246;6.0406556;6.163730923;0.123075323;0.019967666
ZINC000118912393;6.146799312;5.8754888;6.011144056;0.135655256;0.022567294
ZINC000003079337;5.487644103;5.1508694;5.319256752;0.168387352;0.03165618
ZINC000003581355;6.804129147;6.542982;6.673555574;0.130573574;0.019565818
ZINC000003645145;6.804129147;6.542982;6.673555574;0.130573574;0.019565818
ZINC000035024346;6.853867185;6.5409665;6.697416843;0.156450343;0.023359804
ZINC000000000490;5.707925468;5.126563;5.417244234;0.290681234;0.053658506
ZINC000000001706;6.141751236;5.1302876;5.636019418;0.505731818;0.089732093
ZINC000000002028;6.176567709;6.0758953;6.126231505;0.050336205;0.008216504
ZINC000000156395;6.373243447;6.235759;6.304501224;0.068742224;0.010903674
ZINC000000896409;5.548752497;5.4461646;5.497458549;0.051293948;0.009330484
ZINC000001576892;5.707194749;4.9639645;5.335579625;0.371615125;0.069648501
ZINC000002561203;5.049104939;4.7815776;4.91534127;0.13376367;0.027213506
ZINC000004098633;4.957063267;4.6694455;4.813254384;0.143808884;0.029877682
ZINC000004474564;5.697326397;5.3839326;5.540629499;0.156696899;0.028281425
ZINC000004474603;5.752874908;5.6135573;5.683216104;0.069658804;0.012256934
ZINC000008214514;5.947391669;5.594717;5.771054335;0.176337335;0.03055548
ZINC000012503177;5.737472999;5.742463;5.739968;0.002495;0.000434671
ZINC000005733652;5.318458573;4.4368587;4.877658637;0.440799937;0.090371215
ZINC000012495062;4.96505045;4.6860514;4.825550925;0.139499525;0.028908518
ZINC000000056645;6.119977533;5.830523;5.975250267;0.144727267;0.024221122
ZINC000000056647;7.082423237;7.083159;7.082791119;0.000367881;5.19402E-05
ZINC000000057253;7.208301638;6.7112703;6.959785969;0.248515669;0.035707372
ZINC000000057313;6.195439411;5.8999147;6.047677056;0.147762356;0.024432911
ZINC000001995484;6.222400738;5.24557;5.733985369;0.488415369;0.08517904
ZINC000003977777;6.632407823;6.1108413;6.371624562;0.260783262;0.040928849
ZINC000003985982;6.687416895;6.2650166;6.476216748;0.211200148;0.032611655
ZINC000003993855;5.323153249;4.76467;5.043911625;0.279241625;0.055362117
ZINC000100014909;6.009440767;5.6623487;5.835894734;0.173546034;0.029737691
ZINC000100015775;6.701028478;6.755733;6.728380739;0.027352261;0.004065207
ZINC000100015780;6.701028478;6.755733;6.728380739;0.027352261;0.004065207
ZINC000100036955;6.408031343;6.168851;6.288441172;0.119590172;0.019017459
ZINC000029319828;5.938198539;5.320663;5.62943077;0.30876777;0.054848844
ZINC000100001964;6.300685288;6.3479886;6.324336944;0.023651656;0.003739784
ZINC000087515509;5.658177425;5.0397944;5.348985913;0.309191513;0.057803763
ZINC000095616599;6.610749445;6.2966237;6.453686573;0.157062873;0.024336923
ZINC000095617679;6.379942007;5.4749904;5.927466204;0.452475804;0.076335451
ZINC000096006009;6.124477909;5.619668;5.872072955;0.252404955;0.042983961
ZINC000100022637;6.6278798;5.9185753;6.27322755;0.35465225;0.056534256
ZINC000100032379;6.849197387;6.37698;6.613088694;0.236108694;0.03570324
ZINC000100036536;6.402774643;6.4688087;6.435791672;0.033017029;0.00513022
ZINC000100036756;6.568807563;6.2387495;6.403778532;0.165029032;0.025770571
ZINC000100037890;6.990236116;6.182943;6.586589558;0.403646558;0.06128309
ZINC000000009689;6.37706593;5.8498626;6.113464265;0.263601665;0.043118215
ZINC000005819214;6.504842092;5.8181643;6.161503196;0.343338896;0.055723236
ZINC000100074252;6.303549291;5.4788003;5.891174796;0.412374496;0.069998686
ZINC000027428713;6.926602;6.330475;6.6285385;0.2980635;0.0449667
ZINC000094566093;6.423616918;6.203467;6.313541959;0.110074959;0.017434739
ZINC000095619101;5.695003159;5.4436054;5.56930428;0.12569888;0.022569943
ZINC000096942202;7.262836048;6.9668217;7.114828874;0.148007174;0.020802633
ZINC000003830716;6.331166124;6.099533;6.215349562;0.115816562;0.018633958
ZINC000005844792;5.233619835;5.3840475;5.308833668;0.075213833;0.014167675
ZINC000100019007;6.038862199;5.2376547;5.63825845;0.40060375;0.071050973
ZINC000100027531;6.568807563;6.2387495;6.403778532;0.165029032;0.025770571
ZINC000100055899;5.391987725;5.2238283;5.307908013;0.084079712;0.015840461
ZINC000118912517;6.232462454;5.511671;5.872066727;0.360395727;0.061374597
ZINC000094566092;6.423616918;6.203467;6.313541959;0.110074959;0.017434739
ZINC000095626706;5.468604219;5.15293;5.31076711;0.15783711;0.029720209
ZINC000100001918;6.498649913;5.9827895;6.240719707;0.257930207;0.041330202
ZINC000027990463;6.272197162;5.9560466;6.114121881;0.158075281;0.025854127
ZINC000100003200;6.62559767;6.50578;6.565688835;0.059908835;0.009124532
ZINC000100003201;6.62559767;6.50578;6.565688835;0.059908835;0.009124532
ZINC000100004343;7.0534035;6.3288665;6.691135;0.3622685;0.054141562
ZINC000100004345;7.0534035;6.3288665;6.691135;0.3622685;0.054141562
ZINC000100008275;5.949065225;6.055016;6.002040613;0.052975388;0.008826229
ZINC000100036760;6.568807563;6.2387495;6.403778532;0.165029032;0.025770571
ZINC000100052205;6.408031343;6.168851;6.288441172;0.119590172;0.019017459
ZINC000095452610;6.453929233;5.977684;6.215806617;0.238122617;0.038309206
ZINC000095616600;6.610749445;6.2966237;6.453686573;0.157062873;0.024336923
ZINC000095619100;5.695003159;5.4436054;5.56930428;0.12569888;0.022569943
ZINC000096942201;7.262836048;6.9668217;7.114828874;0.148007174;0.020802633
ZINC000100001965;6.300685288;6.3479886;6.324336944;0.023651656;0.003739784
ZINC000005764759;6.340655323;5.775845;6.058250162;0.282405162;0.046614972
ZINC000028957444;6.006697666;5.6607814;5.833739533;0.172958133;0.029647901
ZINC000030690433;6.352895526;6.2981105;6.325503013;0.027392513;0.004330488
ZINC000019364225;6.077405477;5.7003117;5.888858589;0.188546889;0.032017561
ZINC000013520815;6.288370876;5.8058763;6.047123588;0.241247288;0.039894552
ZINC000030691763;7.233901917;7.135924;7.184912959;0.048988958;0.006818309
ZINC000030691727;5.570783292;5.332477;5.451630146;0.119153146;0.021856425
ZINC000030691736;6.086360866;5.5671196;5.826740233;0.259620633;0.044556754
ZINC000030691760;7.233901917;7.135924;7.184912959;0.048988958;0.006818309
ZINC000019363537;6.077405477;5.7003117;5.888858589;0.188546889;0.032017561
ZINC000000897089;6.499959059;5.7736845;6.13682178;0.36313728;0.059173509
ZINC000008101126;6.150394375;5.724645;5.937519688;0.212874688;0.03585246
ZINC000008220909;6.605198555;6.4646544;6.534926478;0.070272078;0.010753308
ZINC000008855117;6.013164694;5.7357693;5.874466997;0.138697697;0.023610261
ZINC000009212427;5.944684552;5.6413436;5.793014076;0.151670476;0.026181617
ZINC000000896569;6.473426463;6.075249;6.274337732;0.199088732;0.031730637
ZINC000000896703;5.967841267;5.628436;5.798138634;0.169702634;0.029268468
ZINC000000896731;6.395388533;5.864617;6.130002767;0.265385767;0.043292928
ZINC000000896958;5.746397875;5.652554;5.699475938;0.046921938;0.008232676
ZINC000008034121;6.16782598;5.6137576;5.89079179;0.27703419;0.047028345
ZINC000000968336;7.179267971;6.505564;6.842415986;0.336851986;0.049229978
ZINC000000004724;6.314774845;5.8506756;6.082725223;0.232049623;0.038148957
ZINC000000001148;5.585575592;5.703769;5.644672296;0.059096704;0.010469466
ZINC000000897240;6.64111035;6.09565;6.368380175;0.272730175;0.042825674
ZINC000222731806;5.754503236;5.385341;5.569922118;0.184581118;0.033138905
ZINC000034220093;6.782602741;6.1476626;6.465132671;0.317470071;0.049104958
ZINC000000538483;6.300913788;6.2751336;6.288023694;0.012890094;0.002049944
ZINC000000537791;6.682376352;6.1668625;6.424619426;0.257756926;0.040120186
ZINC000000537891;6.099051671;5.8780527;5.988552186;0.110499486;0.018451786
ZINC000000537931;5.797586313;5.368346;5.582966157;0.214620157;0.038441959
ZINC000095616603;5.419786592;5.5215025;5.470644546;0.050857954;0.00929652
ZINC000100007011;6.861895359;6.676738;6.76931668;0.092578679;0.013676222
ZINC000169289411;6.437547625;5.8951397;6.166343663;0.271203963;0.043981325
ZINC000000895360;6.815591019;6.76501;6.79030051;0.02529051;0.003724505
ZINC000000895034;6.718590795;6.55974;6.639165398;0.079425398;0.01196316
ZINC000000895032;6.276014731;6.210734;6.243374366;0.032640365;0.005228001
ZINC000004428529;6.33261913;6.045212;6.188915565;0.143703565;0.023219506
ZINC000002539827;6.166368239;5.754964;5.96066612;0.20570212;0.034509921
ZINC000003874715;5.498780406;5.393547;5.446163703;0.052616703;0.009661242
ZINC000003782550;6.228424545;6.801329;6.514876773;0.286452228;0.04396894
ZINC000003830713;5.740811063;6.082475;5.911643032;0.170831969;0.028897545
ZINC000003876186;6.822734534;6.213812;6.518273267;0.304461267;0.046708884
ZINC000003914809;6.304296184;5.661161;5.982728592;0.321567592;0.05374932
ZINC000003875560;6.283915739;5.5938435;5.93887962;0.34503612;0.058097847
ZINC000001530283;6.780468064;6.34754;6.564004032;0.216464032;0.032977437
ZINC000003920355;6.497077607;6.1508956;6.323986604;0.173091004;0.027370552
ZINC000003830945;6.27407051;5.4897466;5.881908555;0.392161955;0.066672569
ZINC000003871967;6.085323741;5.7692904;5.927307071;0.158016671;0.0266591
ZINC000003872520;5.740952274;5.221718;5.481335137;0.259617137;0.04736385
ZINC000003872952;5.769906773;5.4634695;5.616688137;0.153218637;0.027279178
ZINC000003871923;6.0595527;5.395515;5.72753385;0.33201885;0.057968902
ZINC000003872055;6.440090051;5.6851215;6.062605776;0.377484276;0.062264361
ZINC000003830947;6.156431059;5.382496;5.76946353;0.38696753;0.067071666
ZINC000002169830;5.276179449;5.102747;5.189463225;0.086716224;0.016710057
ZINC000004978673;5.335706741;5.3089685;5.322337621;0.013369121;0.002511889
ZINC000006827693;5.604214409;5.2562017;5.430208055;0.174006355;0.032044141
ZINC000006845860;5.335706741;5.3089685;5.322337621;0.013369121;0.002511889
ZINC000006858022;6.304296184;5.661161;5.982728592;0.321567592;0.05374932
ZINC000002041302;5.748332835;6.2120924;5.980212618;0.231879783;0.038774505
ZINC000000895154;6.166368239;5.754964;5.96066612;0.20570212;0.034509921
ZINC000006827695;5.775790935;5.439856;5.607823468;0.167967468;0.029952346
ZINC000000001644;5.639634628;5.543949;5.591791814;0.047842814;0.0085559
ZINC000000001587;5.892440806;5.571839;5.732139903;0.160300903;0.027965281
ZINC000000001590;5.589793845;5.1241474;5.356970623;0.232823223;0.043461732
ZINC000000000740;6.16013537;5.6642046;5.912169985;0.247965385;0.041941518
ZINC000000000751;6.712815748;5.9249864;6.318901074;0.393914674;0.062339111
ZINC000000001016;5.558926971;5.6544876;5.606707286;0.047780315;0.008521992
ZINC000000056568;6.267690397;6.4258766;6.346783499;0.079093101;0.012461919
ZINC000000005151;8.627163073;8.022188;8.324675537;0.302487537;0.036336255
ZINC000003943279;6.487477489;6.056111;6.271794245;0.215683245;0.034389401
ZINC000001532728;5.444868943;4.9567;5.200784472;0.244084472;0.046932241
ZINC000000020255;7.495875234;8.267243;7.881559117;0.385683883;0.048934973
ZINC000000001795;6.114108896;5.8696966;5.991902748;0.122206148;0.020395216
ZINC000000896698;5.3856167;5.1588287;5.2722227;0.113394;0.021507817
ZINC000000897385;5.254192166;5.0206804;5.137436283;0.116755883;0.022726488
ZINC000000968275;6.393071738;6.3835773;6.388324519;0.004747219;0.000743109
ZINC000001842633;5.526668522;5.443073;5.484870761;0.041797761;0.007620555
ZINC000001850377;5.760100038;5.7893834;5.774741719;0.014641681;0.002535469
ZINC000000968256;6.639746128;6.440219;6.539982564;0.099763564;0.015254408
ZINC000000968305;6.285779905;6.2135205;6.249650203;0.036129703;0.005781076
ZINC000000897229;6.672738388;6.04801;6.360374194;0.312364194;0.049110978
ZINC000000897322;5.537418152;5.148819;5.343118576;0.194299576;0.036364451
ZINC000000968274;5.940461753;6.1917095;6.066085627;0.125623874;0.020709215
ZINC000003929508;6.097159792;5.7094646;5.903312196;0.193847596;0.03283709
ZINC000003936683;6.697117556;5.8683267;6.282722128;0.414395428;0.065957943
ZINC000000001505;5.806224347;5.775889;5.791056674;0.015167673;0.002619155
ZINC000000000941;5.950194351;5.7676764;5.858935376;0.091258976;0.015576034
ZINC000000000596;8.231287387;7.91481;8.073048694;0.158238694;0.01960086
ZINC000000001655;6.375473837;5.9559026;6.165688219;0.209785619;0.034024688
ZINC000000119344;6.136116885;5.6670265;5.901571693;0.234545193;0.039742835
ZINC000012468792;6.486305064;6.605525;6.545915032;0.059609968;0.009106438
ZINC000012402836;5.537266654;5.6269364;5.582101527;0.044834873;0.008031899
ZINC000021303210;6.127652704;5.4409413;5.784297002;0.343355702;0.059359971
ZINC000000538283;5.863446499;5.55646;5.70995325;0.15349325;0.0268817
ZINC000003871703;5.936534821;5.4961934;5.716364111;0.220170711;0.038515865
ZINC000000896455;5.736835469;5.564378;5.650606735;0.086228735;0.015260084
ZINC000000896523;5.737545212;5.8712215;5.804383356;0.066838144;0.011515115
ZINC000000896560;6.111701141;6.062756;6.087228571;0.024472571;0.004020314
ZINC000003873160;5.562329242;5.328837;5.445583121;0.116746121;0.021438681
ZINC000003918453;5.891819645;6.0168033;5.954311473;0.062491828;0.010495223
ZINC000000403010;6.310801642;5.704838;6.007819821;0.302981821;0.050431243
ZINC000003079336;5.307655903;5.1585336;5.233094752;0.074561151;0.014248003
ZINC000003813088;5.737472999;5.742463;5.739968;0.002495;0.000434671
ZINC000003830993;6.435529358;6.1302943;6.282911829;0.152617529;0.024290891
ZINC000003785276;5.562309662;5.448195;5.505252331;0.057057331;0.010364163
ZINC000004658560;5.470389406;5.187419;5.328904203;0.141485203;0.026550525
ZINC000003831417;5.523410292;5.2008176;5.362113946;0.161296346;0.030080738
ZINC000003801919;6.601432533;6.2548833;6.428157917;0.173274617;0.026955563
ZINC000004658553;6.638113074;5.896342;6.267227537;0.370885537;0.059178566
ZINC000003079340;5.275259797;4.837334;5.056296899;0.218962899;0.043304992
ZINC000003920027;6.646783416;5.929328;6.288055708;0.358727708;0.057049066
ZINC000003831332;5.731343851;5.5157475;5.623545676;0.107798176;0.019169076
ZINC000000083315;7.428180367;6.987795;7.207987684;0.220192684;0.030548427
ZINC000000388081;5.144164648;5.0528603;5.098512474;0.045652174;0.008954018
ZINC000000509440;6.26797647;6.0618114;6.164893935;0.103082535;0.016720894
ZINC000000388462;5.661034465;5.790521;5.725777733;0.064743267;0.011307332
